1505,nu,1.0
1507,nu,1.0
1515,nu,1.0
1520,nu,1.0
1524,chi,1.0
1524,nu,1.0
1525,nu,1.0
1541,nu,1.0
1563,chi,1.0
1563,nu,1.0
1564,chi,1.0
1564,nu,1.0
1568,nu,1.1428571428571428
1572,nu,1.0
1574,nu,1.0
1575,nu,1.0
1579,nu,1.4444444444444444
1581,nu,1.2067039106145252
1582,nu,1.0
1584,nu,1.0
1587,nu,1.875
1588,nu,1.0
1589,nu,1.1111111111111112
1590,nu,1.9393939393939394
1592,nu,1.3333333333333333
1593,nu,1.0
1594,nu,1.0
1595,nu,1.8333333333333333
1597,nu,1.0
1598,nu,1.1785714285714286
1600,nu,1.0
1602,nu,1.0
1603,nu,1.0
1605,nu,1.0
1606,nu,3.0
1607,nu,1.0526315789473684
1610,nu,1.0
1611,nu,1.0
1612,nu,1.0
1614,nu,1.0
1618,nu,1.0
1619,nu,1.0
1620,nu,1.4
1621,nu,1.3333333333333333
1623,nu,2.0
1624,nu,1.1666666666666667
1625,nu,1.0
1626,nu,1.0
1628,nu,1.0
1629,nu,1.0476190476190477
1630,nu,1.2962962962962963
1631,chi,1.0
1631,nu,1.0
1632,nu,1.0
1634,nu,2.6666666666666665
1635,chi,1.0
1635,nu,1.1454545454545455
1636,nu,2.0
1637,chi,1.0
1637,haw,1.0
1637,nu,1.35
1638,nu,1.0655737704918034
1640,nu,1.2
1641,nu,1.1333333333333333
1642,nu,1.4615384615384615
1643,nu,1.4444444444444444
1644,nu,1.2843137254901962
1645,chi,1.0
1645,nu,1.1818181818181819
1646,nu,1.0
1647,nu,1.2307692307692308
1648,chi,1.0
1648,nu,1.2857142857142858
1649,nu,2.0
1650,nu,1.5714285714285714
1651,nu,1.3636363636363635
1652,nu,1.2758620689655173
1653,nu,2.0526315789473686
1654,nu,1.25
1655,nu,1.4736842105263157
1656,nu,1.2705882352941176
1657,nu,1.28
1658,nu,1.3645320197044335
1659,nu,1.127906976744186
1660,nu,1.5454545454545454
1661,nu,1.2727272727272727
1662,chi,1.0
1662,nu,1.1067961165048543
1663,nu,2.4
1664,chi,1.0
1664,nu,1.3673469387755102
1665,nu,2.1666666666666665
1666,nu,1.25
1667,chi,1.0
1667,nu,1.5303030303030303
1668,nu,1.3970588235294117
1669,nu,1.2857142857142858
1670,nu,1.5121951219512195
1671,nu,1.3571428571428572
1672,chi,1.0
1672,nu,1.4727272727272727
1673,chi,1.0
1673,nu,1.7191011235955056
1674,nu,1.2222222222222223
1675,chi,1.0
1675,nu,1.9238095238095239
1676,chi,1.0
1676,nu,1.6503496503496504
1677,chi,1.0
1677,nu,1.5853658536585367
1678,chi,1.0
1678,nu,1.9541284403669725
1679,nu,1.4775510204081632
1680,nu,1.6643835616438356
1681,nu,1.7587301587301587
1682,nu,2.206896551724138
1683,chi,2.0
1683,nu,2.1572052401746724
1684,chi,1.0
1684,nu,2.0839694656488548
1685,chi,1.0
1685,nu,2.114864864864865
1686,chi,1.0
1686,nu,2.1333333333333333
1687,nu,1.5545454545454545
1688,nu,1.7941176470588236
1689,nu,2.0217391304347827
1690,nu,1.9701492537313432
1691,nu,1.525
1692,chi,1.0
1692,nu,1.7741935483870968
1693,chi,1.0
1693,nu,2.1363636363636362
1694,nu,2.227272727272727
1695,chi,2.75
1695,nu,2.111111111111111
1696,chi,1.0
1696,nu,2.0112359550561796
1697,chi,1.0
1697,nu,1.5185185185185186
1698,chi,1.0
1698,nu,2.0791666666666666
1699,chi,1.6666666666666667
1699,nu,2.1122994652406417
1700,chi,1.0
1700,haw,1.0
1700,nu,2.3411214953271027
1701,chi,1.0
1701,nu,2.2590529247910864
1702,chi,1.0
1702,nu,2.701492537313433
1703,chi,1.0
1703,nu,2.660919540229885
1704,chi,1.0
1704,nu,3.0352422907488985
1705,chi,1.0
1705,nu,2.4818481848184817
1706,chi,1.3333333333333333
1706,nu,2.963235294117647
1707,chi,1.0
1707,nu,2.09748427672956
1708,chi,1.0
1708,nu,2.7026315789473685
1709,chi,1.0
1709,nu,2.3014354066985647
1710,chi,1.0
1710,nu,2.6155913978494625
1711,chi,1.1818181818181819
1711,nu,2.7435897435897436
1712,chi,1.2222222222222223
1712,nu,2.00711743772242
1713,nu,2.587813620071685
1714,chi,1.25
1714,nu,3.227272727272727
1715,chi,1.0
1715,nu,2.4353233830845773
1716,chi,1.6666666666666667
1716,nu,2.2517985611510793
1717,chi,2.0
1717,nu,3.312925170068027
1718,chi,1.5
1718,nu,2.5130718954248366
1719,chi,1.0
1719,nu,2.657258064516129
1720,chi,1.1818181818181819
1720,nu,2.9655172413793105
1721,chi,1.2
